SNO,Values,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10,Value 11,Value 12,Value 13
5190,1248405.18,1248423.686,1248442.193,1248460.699,1248479.205,1248497.712,1248516.218,1248534.725,1248553.231,1248571.737,1248590.244,1248608.75,1248627.257
5191,1248645.763,1248664.269,1248682.776,1248701.282,1248719.789,1248738.295,1248756.801,1248775.308,1248793.814,1248812.321,1248830.827,1248849.333,1248867.84
5192,1248886.346,1248904.853,1248923.359,1248941.865,1248960.372,1248978.878,1248997.385,1249015.891,1249034.398,1249052.904,1249071.41,1249089.917,1249108.423
5193,1249126.93,1249145.436,1249163.942,1249182.449,1249200.955,1249219.462,1249237.968,1249256.474,1249274.981,1249293.487,1249311.994,1249330.5,1249349.006
5194,1249367.513,1249386.019,1249404.526,1249423.032,1249441.538,1249460.045,1249478.551,1249497.058,1249515.564,1249534.071,1249552.577,1249571.083,1249589.59
5195,1249608.096,1249626.603,1249645.109,1249663.615,1249682.122,1249700.628,1249719.135,1249737.641,1249756.147,1249774.654,1249793.16,1249811.667,1249830.173
5196,1249848.679,1249867.186,1249885.692,1249904.199,1249922.705,1249941.211,1249959.718,1249978.224,1249996.731,1250015.237,1250033.743,1250052.25,1250070.756
5197,1250089.263,1250107.769,1250126.276,1250144.782,1250163.288,1250181.795,1250200.301,1250218.808,1250237.314,1250255.82,1250274.327,1250292.833,1250311.34
5198,1250329.846,1250348.352,1250366.859,1250385.365,1250403.872,1250422.378,1250440.884,1250459.391,1250477.897,1250496.404,1250514.91,1250533.416,1250551.923
5199,1250570.429,1250588.936,1250607.442,1250625.949,1250644.455,1250662.961,1250681.468,1250699.974,1250718.481,1250736.987,1250755.493,1250774,1250792.506
5200,1250811.013,1250829.519,1250848.025,1250866.532,1250885.038,1250903.545,1250922.051,1250940.557,1250959.064,1250977.57,1250996.077,1251014.583,1251033.089
5201,1251051.596,1251070.102,1251088.609,1251107.115,1251125.621,1251144.128,1251162.634,1251181.141,1251199.647,1251218.154,1251236.66,1251255.166,1251273.673
5202,1251292.179,1251310.686,1251329.192,1251347.698,1251366.205,1251384.711,1251403.218,1251421.724,1251440.23,1251458.737,1251477.243,1251495.75,1251514.256
5203,1251532.762,1251551.269,1251569.775,1251588.282,1251606.788,1251625.294,1251643.801,1251662.307,1251680.814,1251699.32,1251717.826,1251736.333,1251754.839
5204,1251773.346,1251791.852,1251810.359,1251828.865,1251847.371,1251865.878,1251884.384,1251902.891,1251921.397,1251939.903,1251958.41,1251976.916,1251995.423
5205,1252013.929,1252032.435,1252050.942,1252069.448,1252087.955,1252106.461,1252124.967,1252143.474,1252161.98,1252180.487,1252198.993,1252217.499,1252236.006
5206,1252254.512,1252273.019,1252291.525,1252310.032,1252328.538,1252347.044,1252365.551,1252384.057,1252402.564,1252421.07,1252439.576,1252458.083,1252476.589
5207,1252495.096,1252513.602,1252532.108,1252550.615,1252569.121,1252587.628,1252606.134,1252624.64,1252643.147,1252661.653,1252680.16,1252698.666,1252717.172
5208,1252735.679,1252754.185,1252772.692,1252791.198,1252809.704,1252828.211,1252846.717,1252865.224,1252883.73,1252902.237,1252920.743,1252939.249,1252957.756
5209,1252976.262,1252994.769,1253013.275,1253031.781,1253050.288,1253068.794,1253087.301,1253105.807,1253124.313,1253142.82,1253161.326,1253179.833,1253198.339
5210,1253216.845,1253235.352,1253253.858,1253272.365,1253290.871,1253309.377,1253327.884,1253346.39,1253364.897,1253383.403,1253401.909,1253420.416,1253438.922
5211,1253457.429,1253475.935,1253494.442,1253512.948,1253531.454,1253549.961,1253568.467,1253586.974,1253605.48,1253623.986,1253642.493,1253660.999,1253679.506
5212,1253698.012,1253716.518,1253735.025,1253753.531,1253772.038,1253790.544,1253809.05,1253827.557,1253846.063,1253864.57,1253883.076,1253901.582,1253920.089
5213,1253938.595,1253957.102,1253975.608,1253994.115,1254012.621,1254031.127,1254049.634,1254068.14,1254086.647,1254105.153,1254123.659,1254142.166,1254160.672
5214,1254179.179,1254197.685,1254216.191,1254234.698,1254253.204,1254271.711,1254290.217,1254308.723,1254327.23,1254345.736,1254364.243,1254382.749,1254401.255
5215,1254419.762,1254438.268,1254456.775,1254475.281,1254493.787,1254512.294,1254530.8,1254549.307,1254567.813,1254586.32,1254604.826,1254623.332,1254641.839
5216,1254660.345,1254678.852,1254697.358,1254715.864,1254734.371,1254752.877,1254771.384,1254789.89,1254808.396,1254826.903,1254845.409,1254863.916,1254882.422
5217,1254900.928,1254919.435,1254937.941,1254956.448,1254974.954,1254993.46,1255011.967,1255030.473,1255048.98,1255067.486,1255085.993,1255104.499,1255123.005
5218,1255141.512,1255160.018,1255178.525,1255197.031,1255215.537,1255234.044,1255252.55,1255271.057,1255289.563,1255308.069,1255326.576,1255345.082,1255363.589
5219,1255382.095,1255400.601,1255419.108,1255437.614,1255456.121,1255474.627,1255493.133,1255511.64,1255530.146,1255548.653,1255567.159,1255585.665,1255604.172
5220,1255622.678,1255641.185,1255659.691,1255678.198,1255696.704,1255715.21,1255733.717,1255752.223,1255770.73,1255789.236,1255807.742,1255826.249,1255844.755
5221,1255863.262,1255881.768,1255900.274,1255918.781,1255937.287,1255955.794,1255974.3,1255992.806,1256011.313,1256029.819,1256048.326,1256066.832,1256085.338
5222,1256103.845,1256122.351,1256140.858,1256159.364,1256177.87,1256196.377,1256214.883,1256233.39,1256251.896,1256270.403,1256288.909,1256307.415,1256325.922
5223,1256344.428,1256362.935,1256381.441,1256399.947,1256418.454,1256436.96,1256455.467,1256473.973,1256492.479,1256510.986,1256529.492,1256547.999,1256566.505
5224,1256585.011,1256603.518,1256622.024,1256640.531,1256659.037,1256677.543,1256696.05,1256714.556,1256733.063,1256751.569,1256770.076,1256788.582,1256807.088
5225,1256825.595,1256844.101,1256862.608,1256881.114,1256899.62,1256918.127,1256936.633,1256955.14,1256973.646,1256992.152,1257010.659,1257029.165,1257047.672
5226,1257066.178,1257084.684,1257103.191,1257121.697,1257140.204,1257158.71,1257177.216,1257195.723,1257214.229,1257232.736,1257251.242,1257269.748,1257288.255
5227,1257306.761,1257325.268,1257343.774,1257362.281,1257380.787,1257399.293,1257417.8,1257436.306,1257454.813,1257473.319,1257491.825,1257510.332,1257528.838
5228,1257547.345,1257565.851,1257584.357,1257602.864,1257621.37,1257639.877,1257658.383,1257676.889,1257695.396,1257713.902,1257732.409,1257750.915,1257769.421
5229,1257787.928,1257806.434,1257824.941,1257843.447,1257861.954,1257880.46,1257898.966,1257917.473,1257935.979,1257954.486,1257972.992,1257991.498,1258010.005
5230,1258028.511,1258047.018,1258065.524,1258084.03,1258102.537,1258121.043,1258139.55,1258158.056,1258176.562,1258195.069,1258213.575,1258232.082,1258250.588
5231,1258269.094,1258287.601,1258306.107,1258324.614,1258343.12,1258361.626,1258380.133,1258398.639,1258417.146,1258435.652,1258454.159,1258472.665,1258491.171
5232,1258509.678,1258528.184,1258546.691,1258565.197,1258583.703,1258602.21,1258620.716,1258639.223,1258657.729,1258676.235,1258694.742,1258713.248,1258731.755
5233,1258750.261,1258768.767,1258787.274,1258805.78,1258824.287,1258842.793,1258861.299,1258879.806,1258898.312,1258916.819,1258935.325,1258953.831,1258972.338
5234,1258990.844,1259009.351,1259027.857,1259046.364,1259064.87,1259083.376,1259101.883,1259120.389,1259138.896,1259157.402,1259175.908,1259194.415,1259212.921
5235,1259231.428,1259249.934,1259268.44,1259286.947,1259305.453,1259323.96,1259342.466,1259360.972,1259379.479,1259397.985,1259416.492,1259434.998,1259453.504
5236,1259472.011,1259490.517,1259509.024,1259527.53,1259546.037,1259564.543,1259583.049,1259601.556,1259620.062,1259638.569,1259657.075,1259675.581,1259694.088
5237,1259712.594,1259731.101,1259749.607,1259768.113,1259786.62,1259805.126,1259823.633,1259842.139,1259860.645,1259879.152,1259897.658,1259916.165,1259934.671
5238,1259953.177,1259971.684,1259990.19,1260008.697,1260027.203,1260045.709,1260064.216,1260082.722,1260101.229,1260119.735,1260138.242,1260156.748,1260175.254
5239,1260193.761,1260212.267,1260230.774,1260249.28,1260267.786,1260286.293,1260304.799,1260323.306,1260341.812,1260360.318,1260378.825,1260397.331,1260415.838
5240,1260434.344,1260452.85,1260471.357,1260489.863,1260508.37,1260526.876,1260545.382,1260563.889,1260582.395,1260600.902,1260619.408,1260637.914,1260656.421
5241,1260674.927,1260693.434,1260711.94,1260730.447,1260748.953,1260767.459,1260785.966,1260804.472,1260822.979,1260841.485,1260859.991,1260878.498,1260897.004
5242,1260915.511,1260934.017,1260952.523,1260971.03,1260989.536,1261008.043,1261026.549,1261045.055,1261063.562,1261082.068,1261100.575,1261119.081,1261137.587
5243,1261156.094,1261174.6,1261193.107,1261211.613,1261230.12,1261248.626,1261267.132,1261285.639,1261304.145,1261322.652,1261341.158,1261359.664,1261378.171
5244,1261396.677,1261415.184,1261433.69,1261452.196,1261470.703,1261489.209,1261507.716,1261526.222,1261544.728,1261563.235,1261581.741,1261600.248,1261618.754
5245,1261637.26,1261655.767,1261674.273,1261692.78,1261711.286,1261729.792,1261748.299,1261766.805,1261785.312,1261803.818,1261822.325,1261840.831,1261859.337
5246,1261877.844,1261896.35,1261914.857,1261933.363,1261951.869,1261970.376,1261988.882,1262007.389,1262025.895,1262044.401,1262062.908,1262081.414,1262099.921
5247,1262118.427,1262136.933,1262155.44,1262173.946,1262192.453,1262210.959,1262229.465,1262247.972,1262266.478,1262284.985,1262303.491,1262321.998,1262340.504
5248,1262359.01,1262377.517,1262396.023,1262414.53,1262433.036,1262451.542,1262470.049,1262488.555,1262507.062,1262525.568,1262544.074,1262562.581,1262581.087
5249,1262599.594,1262618.1,1262636.606,1262655.113,1262673.619,1262692.126,1262710.632,1262729.138,1262747.645,1262766.151,1262784.658,1262803.164,1262821.67
5250,1262840.177,1262858.683,1262877.19,1262895.696,1262914.203,1262932.709,1262951.215,1262969.722,1262988.228,1263006.735,1263025.241,1263043.747,1263062.254
5251,1263080.76,1263099.267,1263117.773,1263136.279,1263154.786,1263173.292,1263191.799,1263210.305,1263228.811,1263247.318,1263265.824,1263284.331,1263302.837
5252,1263321.343,1263339.85,1263358.356,1263376.863,1263395.369,1263413.875,1263432.382,1263450.888,1263469.395,1263487.901,1263506.408,1263524.914,1263543.42
5253,1263561.927,1263580.433,1263598.94,1263617.446,1263635.952,1263654.459,1263672.965,1263691.472,1263709.978,1263728.484,1263746.991,1263765.497,1263784.004
5254,1263802.51,1263821.016,1263839.523,1263858.029,1263876.536,1263895.042,1263913.548,1263932.055,1263950.561,1263969.068,1263987.574,1264006.081,1264024.587
5255,1264043.093,1264061.6,1264080.106,1264098.613,1264117.119,1264135.625,1264154.132,1264172.638,1264191.145,1264209.651,1264228.157,1264246.664,1264265.17
5256,1264283.677,1264302.183,1264320.689,1264339.196,1264357.702,1264376.209,1264394.715,1264413.221,1264431.728,1264450.234,1264468.741,1264487.247,1264505.753
5257,1264524.26,1264542.766,1264561.273,1264579.779,1264598.286,1264616.792,1264635.298,1264653.805,1264672.311,1264690.818,1264709.324,1264727.83,1264746.337
5258,1264764.843,1264783.35,1264801.856,1264820.362,1264838.869,1264857.375,1264875.882,1264894.388,1264912.894,1264931.401,1264949.907,1264968.414,1264986.92
5259,1265005.426,1265023.933,1265042.439,1265060.946,1265079.452,1265097.958,1265116.465,1265134.971,1265153.478,1265171.984,1265190.491,1265208.997,1265227.503
5260,1265246.01,1265264.516,1265283.023,1265301.529,1265320.035,1265338.542,1265357.048,1265375.555,1265394.061,1265412.567,1265431.074,1265449.58,1265468.087
5261,1265486.593,1265505.099,1265523.606,1265542.112,1265560.619,1265579.125,1265597.631,1265616.138,1265634.644,1265653.151,1265671.657,1265690.164,1265708.67
5262,1265727.176,1265745.683,1265764.189,1265782.696,1265801.202,1265819.708,1265838.215,1265856.721,1265875.228,1265893.734,1265912.24,1265930.747,1265949.253
5263,1265967.76,1265986.266,1266004.772,1266023.279,1266041.785,1266060.292,1266078.798,1266097.304,1266115.811,1266134.317,1266152.824,1266171.33,1266189.836
5264,1266208.343,1266226.849,1266245.356,1266263.862,1266282.369,1266300.875,1266319.381,1266337.888,1266356.394,1266374.901,1266393.407,1266411.913,1266430.42
5265,1266448.926,1266467.433,1266485.939,1266504.445,1266522.952,1266541.458,1266559.965,1266578.471,1266596.977,1266615.484,1266633.99,1266652.497,1266671.003
5266,1266689.509,1266708.016,1266726.522,1266745.029,1266763.535,1266782.042,1266800.548,1266819.054,1266837.561,1266856.067,1266874.574,1266893.08,1266911.586
5267,1266930.093,1266948.599,1266967.106,1266985.612,1267004.118,1267022.625,1267041.131,1267059.638,1267078.144,1267096.65,1267115.157,1267133.663,1267152.17
5268,1267170.676,1267189.182,1267207.689,1267226.195,1267244.702,1267263.208,1267281.714,1267300.221,1267318.727,1267337.234,1267355.74,1267374.247,1267392.753
5269,1267411.259,1267429.766,1267448.272,1267466.779,1267485.285,1267503.791,1267522.298,1267540.804,1267559.311,1267577.817,1267596.323,1267614.83,1267633.336
5270,1267651.843,1267670.349,1267688.855,1267707.362,1267725.868,1267744.375,1267762.881,1267781.387,1267799.894,1267818.4,1267836.907,1267855.413,1267873.919
5271,1267892.426,1267910.932,1267929.439,1267947.945,1267966.452,1267984.958,1268003.464,1268021.971,1268040.477,1268058.984,1268077.49,1268095.996,1268114.503
5272,1268133.009,1268151.516,1268170.022,1268188.528,1268207.035,1268225.541,1268244.048,1268262.554,1268281.06,1268299.567,1268318.073,1268336.58,1268355.086
5273,1268373.592,1268392.099,1268410.605,1268429.112,1268447.618,1268466.125,1268484.631,1268503.137,1268521.644,1268540.15,1268558.657,1268577.163,1268595.669
5274,1268614.176,1268632.682,1268651.189,1268669.695,1268688.201,1268706.708,1268725.214,1268743.721,1268762.227,1268780.733,1268799.24,1268817.746,1268836.253
5275,1268854.759,1268873.265,1268891.772,1268910.278,1268928.785,1268947.291,1268965.797,1268984.304,1269002.81,1269021.317,1269039.823,1269058.33,1269076.836
5276,1269095.342,1269113.849,1269132.355,1269150.862,1269169.368,1269187.874,1269206.381,1269224.887,1269243.394,1269261.9,1269280.406,1269298.913,1269317.419
5277,1269335.926,1269354.432,1269372.938,1269391.445,1269409.951,1269428.458,1269446.964,1269465.47,1269483.977,1269502.483,1269520.99,1269539.496,1269558.003
5278,1269576.509,1269595.015,1269613.522,1269632.028,1269650.535,1269669.041,1269687.547,1269706.054,1269724.56,1269743.067,1269761.573,1269780.079,1269798.586
5279,1269817.092,1269835.599,1269854.105,1269872.611,1269891.118,1269909.624,1269928.131,1269946.637,1269965.143,1269983.65,1270002.156,1270020.663,1270039.169
5280,1270057.675,1270076.182,1270094.688,1270113.195,1270131.701,1270150.208,1270168.714,1270187.22,1270205.727,1270224.233,1270242.74,1270261.246,1270279.752
5281,1270298.259,1270316.765,1270335.272,1270353.778,1270372.284,1270390.791,1270409.297,1270427.804,1270446.31,1270464.816,1270483.323,1270501.829,1270520.336
5282,1270538.842,1270557.348,1270575.855,1270594.361,1270612.868,1270631.374,1270649.88,1270668.387,1270686.893,1270705.4,1270723.906,1270742.413,1270760.919
5283,1270779.425,1270797.932,1270816.438,1270834.945,1270853.451,1270871.957,1270890.464,1270908.97,1270927.477,1270945.983,1270964.489,1270982.996,1271001.502
5284,1271020.009,1271038.515,1271057.021,1271075.528,1271094.034,1271112.541,1271131.047,1271149.553,1271168.06,1271186.566,1271205.073,1271223.579,1271242.086
5285,1271260.592,1271279.098,1271297.605,1271316.111,1271334.618,1271353.124,1271371.63,1271390.137,1271408.643,1271427.15,1271445.656,1271464.162,1271482.669
5286,1271501.175,1271519.682,1271538.188,1271556.694,1271575.201,1271593.707,1271612.214,1271630.72,1271649.226,1271667.733,1271686.239,1271704.746,1271723.252
5287,1271741.758,1271760.265,1271778.771,1271797.278,1271815.784,1271834.291,1271852.797,1271871.303,1271889.81,1271908.316,1271926.823,1271945.329,1271963.835
5288,1271982.342,1272000.848,1272019.355,1272037.861,1272056.367,1272074.874,1272093.38,1272111.887,1272130.393,1272148.899,1272167.406,1272185.912,1272204.419
5289,1272222.925,1272241.431,1272259.938,1272278.444,1272296.951,1272315.457,1272333.963,1272352.47,1272370.976,1272389.483,1272407.989,1272426.496,1272445.002
5290,1272463.508,1272482.015,1272500.521,1272519.028,1272537.534,1272556.04,1272574.547,1272593.053,1272611.56,1272630.066,1272648.572,1272667.079,1272685.585
5291,1272704.092,1272722.598,1272741.104,1272759.611,1272778.117,1272796.624,1272815.13,1272833.636,1272852.143,1272870.649,1272889.156,1272907.662,1272926.169
5292,1272944.675,1272963.181,1272981.688,1273000.194,1273018.701,1273037.207,1273055.713,1273074.22,1273092.726,1273111.233,1273129.739,1273148.245,1273166.752
5293,1273185.258,1273203.765,1273222.271,1273240.777,1273259.284,1273277.79,1273296.297,1273314.803,1273333.309,1273351.816,1273370.322,1273388.829,1273407.335
5294,1273425.841,1273444.348,1273462.854,1273481.361,1273499.867,1273518.374,1273536.88,1273555.386,1273573.893,1273592.399,1273610.906,1273629.412,1273647.918
5295,1273666.425,1273684.931,1273703.438,1273721.944,1273740.45,1273758.957,1273777.463,1273795.97,1273814.476,1273832.982,1273851.489,1273869.995,1273888.502
5296,1273907.008,1273925.514,1273944.021,1273962.527,1273981.034,1273999.54,1274018.047,1274036.553,1274055.059,1274073.566,1274092.072,1274110.579,1274129.085
5297,1274147.591,1274166.098,1274184.604,1274203.111,1274221.617,1274240.123,1274258.63,1274277.136,1274295.643,1274314.149,1274332.655,1274351.162,1274369.668
5298,1274388.175,1274406.681,1274425.187,1274443.694,1274462.2,1274480.707,1274499.213,1274517.719,1274536.226,1274554.732,1274573.239,1274591.745,1274610.252
5299,1274628.758,1274647.264,1274665.771,1274684.277,1274702.784,1274721.29,1274739.796,1274758.303,1274776.809,1274795.316,1274813.822,1274832.328,1274850.835
5300,1274869.341,1274887.848,1274906.354,1274924.86,1274943.367,1274961.873,1274980.38,1274998.886,1275017.392,1275035.899,1275054.405,1275072.912,1275091.418
